hmdb_primary,pka_strongest_acidic,pka_strongest_basic
HMDB0001094,1.77,NA
HMDB0001095,1.93,1.31
HMDB0001096,1.1,NA
HMDB0001097,4.07,NA
HMDB0001101,4.37,-4.8
HMDB0001104,12.51,6.96
HMDB0001106,14.19,9.68
HMDB0001107,6.01,-3.0
HMDB0001109,1.18,8.69
HMDB0001112,1.4,-3.8
HMDB0001113,0.82,6.48
HMDB0001114,0.83,4.95
HMDB0001117,1.78,-3.8
HMDB0001119,3.84,4.77
HMDB0001120,1.77,NA
HMDB0001121,1.23,-0.79
HMDB0001122,16.54,-0.84
HMDB0001123,4.89,1.95
HMDB0001124,1.22,-3.6
HMDB0001125,1.78,-3.6
HMDB0001126,NA,10.21
HMDB0001127,1.3,-3.7
HMDB0001128,1.23,8.0
HMDB0001129,11.6,-1.6
HMDB0001131,3.28,2.48
HMDB0001132,1.2,-3.7
HMDB0001134,-2.4,3.94
HMDB0001137,3.25,NA
HMDB0001138,3.43,-1.8
HMDB0001139,4.36,-1.6
HMDB0001140,17.79,-6.9
HMDB0001142,1.5,-0.52
HMDB0001143,0.54,-3.7
HMDB0001147,0.45,8.5
HMDB0001149,4.05,7.84
HMDB0001151,11.3,-3.0
HMDB0001155,0.91,5.29
HMDB0001157,0.82,4.01
HMDB0001160,4.95,NA
HMDB0001161,4.46,NA
HMDB0001162,3.65,2.84
HMDB0001163,1.31,3.19
HMDB0001164,13.47,-3.3
HMDB0001165,-2.6,-4.0
HMDB0001166,0.82,4.01
HMDB0001167,16.38,-8.0
HMDB0001168,0.83,4.95
HMDB0001169,10.4,5.43
HMDB0001170,18.36,-1.3
HMDB0001172,3.98,-7.2
HMDB0001173,12.47,3.92
HMDB0001175,0.82,4.2
HMDB0001176,1.48,-0.22
HMDB0001177,4.38,-0.58
HMDB0001178,1.86,5.0
HMDB0001179,1.81,5.0
HMDB0001180,3.38,-1.5
HMDB0001181,4.59,-3.0
HMDB0001182,7.54,-0.14
HMDB0001183,16.84,-2.0
HMDB0001184,19.86,-4.5
HMDB0001185,1.7,9.41
HMDB0001186,16.3,10.79
HMDB0001187,0.35,NA
HMDB0001188,NA,-4.2
HMDB0001189,9.43,7.47
HMDB0001190,14.73,-7.1
HMDB0001191,0.9,-3.2
HMDB0001192,0.42,5.3
HMDB0001193,4.39,-4.2
HMDB0001195,7.81,1.82
HMDB0001196,1.73,-3.5
HMDB0001197,1.85,4.01
HMDB0001198,1.8,9.31
HMDB0001199,3.32,9.9
HMDB0001200,1.65,8.96
HMDB0001201,1.71,2.55
HMDB0001202,1.28,0.16
HMDB0001203,14.1,-2.9
HMDB0001204,3.23,4.8
HMDB0001206,0.82,4.01
HMDB0001209,3.24,-3.1
HMDB0001211,0.6,5.29
HMDB0001212,3.92,-8.2
HMDB0001213,1.48,-3.6
HMDB0001216,19.35,5.42
HMDB0001217,18.96,-1.1
HMDB0001218,NA,-6.9
HMDB0001219,12.69,-3.8
HMDB0001220,4.3,-1.6
HMDB0001227,1.23,-3.2
HMDB0001228,1.12,9.51
HMDB0001229,1.87,9.06
HMDB0001231,17.42,-0.15
HMDB0001232,7.07,-7.1
HMDB0001235,1.22,7.92
HMDB0001238,9.56,-1.6
HMDB0001240,15.84,10.28
HMDB0001241,2.58,8.37
HMDB0001242,18.96,-1.1
HMDB0001243,0.82,4.01
HMDB0001244,4.35,-4.9
HMDB0001245,1.78,-0.005
HMDB0001247,NA,NA
HMDB0001248,1.85,4.01
HMDB0001250,14.38,-4.4
HMDB0001251,19.55,-0.81
HMDB0001252,NA,-8.2
HMDB0001253,3.6,-6.3
HMDB0001254,1.22,8.23
HMDB0001256,NA,10.8
HMDB0001257,NA,10.68
HMDB0001259,4.13,-7.0
HMDB0001260,1.63,10.77
HMDB0001261,3.8,NA
HMDB0001262,11.22,-3.6
HMDB0001263,2.25,9.33
HMDB0001264,1.56,-3.0
HMDB0001265,1.16,-3.6
HMDB0001266,10.29,-3.5
HMDB0001267,14.5,3.81
HMDB0001268,3.05,-7.1
HMDB0001269,0.82,4.97
HMDB0001270,1.01,-4.2
HMDB0001271,1.23,-3.6
HMDB0001272,2.52,7.42
HMDB0001273,0.9,-1.9
HMDB0001274,1.77,-3.2
HMDB0001275,0.82,4.01
HMDB0001276,16.53,10.67
HMDB0001278,1.78,NA
HMDB0001280,2.76,7.72
HMDB0001282,0.28,5.3
HMDB0001285,1.77,NA
HMDB0001286,19.55,-0.81
HMDB0001290,0.82,3.8
HMDB0001291,0.83,4.95
HMDB0001292,12.88,-3.0
HMDB0001294,0.48,NA
HMDB0001295,0.83,4.95
HMDB0001296,11.19,-3.7
HMDB0001297,13.76,4.79
HMDB0001299,1.18,-3.4
HMDB0001301,1.82,6.07
HMDB0001302,NA,NA
HMDB0001304,NA,NA
HMDB0001308,1.23,-1.5
HMDB0001309,3.19,-1.6
HMDB0001310,2.47,9.48
HMDB0001311,3.78,-3.7
HMDB0001312,1.84,5.29
HMDB0001313,1.16,-3.6
HMDB0001314,2.05,1.41
HMDB0001315,NA,NA
HMDB0001316,1.49,-3.5
HMDB0001318,15.45,-6.9
HMDB0001319,1.74,5.55
HMDB0001320,4.35,-2.9
HMDB0001321,1.48,-3.6
HMDB0001322,0.82,4.01
HMDB0001324,14.0,4.79
HMDB0001325,2.41,9.53
HMDB0001327,NA,NA
HMDB0001328,1.73,-3.0
HMDB0001329,12.32,7.11
HMDB0001330,2.38,6.72
HMDB0001333,NA,NA
HMDB0001335,4.43,-1.6
HMDB0001336,3.61,-6.3
HMDB0001337,4.49,-4.2
HMDB0001338,0.83,4.95
HMDB0001339,0.83,5.01
HMDB0001340,0.5,1.6
HMDB0001341,1.77,4.0
HMDB0001342,0.9,-3.2
HMDB0001343,1.71,-2.9
HMDB0001345,14.36,-7.0
HMDB0001346,1.73,-3.7
HMDB0001347,1.78,NA
HMDB0001348,1.87,-1.1
HMDB0001349,NA,NA
HMDB0001351,1.37,-3.0
HMDB0001352,2.57,-3.4
HMDB0001353,2.91,-3.0
HMDB0001354,3.22,1.27
HMDB0001355,NA,-9.7
HMDB0001356,0.82,4.01
HMDB0001358,NA,-4.1
HMDB0001359,0.83,4.95
HMDB0001361,NA,NA
HMDB0001362,NA,NA
HMDB0001364,0.59,5.0
HMDB0001365,NA,-1.2
HMDB0001366,9.31,2.76
HMDB0001367,1.18,-0.79
HMDB0001368,2.91,-9.9
HMDB0001369,3.72,2.59
HMDB0001370,1.85,9.83
HMDB0001371,NA,NA
HMDB0001372,1.78,5.53
HMDB0001373,1.86,4.01
HMDB0001374,0.83,4.95
HMDB0001375,0.82,3.81
HMDB0001376,1.48,-3.3
HMDB0001377,NA,NA
HMDB0001379,0.9,-2.7
HMDB0001380,0.41,-2.7
HMDB0001381,4.36,-1.6
HMDB0001382,NA,-1.8
HMDB0001383,1.52,9.75
HMDB0001385,10.36,-3.0
HMDB0001387,14.12,9.43
HMDB0001388,4.99,NA
HMDB0001389,15.8,-1.6
HMDB0001390,13.11,4.79
HMDB0001391,1.31,3.19
HMDB0001392,4.77,2.69
HMDB0001394,NA,NA
HMDB0001396,3.22,4.64
HMDB0001397,1.29,0.38
HMDB0001398,9.98,-4.9
HMDB0001399,1.73,-3.2
HMDB0001401,1.22,-3.6
HMDB0001403,4.4,-1.6
HMDB0001405,1.71,-9.9
HMDB0001406,13.39,3.63
HMDB0001409,1.23,-3.2
HMDB0001410,10.77,2.26
HMDB0001411,NA,0.8
HMDB0001412,4.72,1.76
HMDB0001413,1.85,-0.032
HMDB0001414,NA,10.51
HMDB0001416,1.79,-2.0
HMDB0001417,-7.0,NA
HMDB0001419,18.2,-0.95
HMDB0001420,14.04,-1.3
HMDB0001421,19.55,-0.81
HMDB0001422,2.2,8.99
HMDB0001423,0.82,4.01
HMDB0001424,3.92,4.96
HMDB0001425,-1.7,-7.5
HMDB0001426,NA,-8.1
HMDB0001427,12.21,4.56
HMDB0001429,1.8,NA
HMDB0001430,3.67,-8.8
HMDB0001431,7.81,9.61
HMDB0001432,NA,12.61
HMDB0001433,0.18,5.0
HMDB0001434,1.75,9.33
HMDB0001438,18.38,-0.85
HMDB0001439,1.21,6.25
HMDB0001440,1.03,0.33
HMDB0001441,NA,2.46
HMDB0001442,4.35,-1.6
HMDB0001443,17.92,-1.0
HMDB0001444,0.1,NA
HMDB0001445,1.75,-0.78
HMDB0001448,-3.0,NA
HMDB0001449,18.3,-1.4
HMDB0001451,4.52,NA
HMDB0001452,4.27,-2.8
HMDB0001453,0.5,NA
HMDB0001454,0.6,5.0
HMDB0001455,18.3,-1.4
HMDB0001457,18.3,-0.16
HMDB0001458,13.6,-0.56
HMDB0001459,0.81,5.0
HMDB0001460,2.86,NA
HMDB0001466,NA,4.64
HMDB0001469,1.77,NA
HMDB0001470,4.97,NA
HMDB0001471,18.3,-1.4
HMDB0001472,0.42,5.0
HMDB0001473,1.19,-3.3
HMDB0001474,-2.3,-3.0
HMDB0001475,NA,NA
HMDB0001476,1.94,4.82
HMDB0001478,NA,NA
HMDB0001480,14.38,7.54
HMDB0001481,-1.3,-3.0
HMDB0001483,4.36,-1.6
HMDB0001484,0.82,4.01
HMDB0001485,NA,NA
HMDB0001487,1.85,4.01
HMDB0001488,2.79,4.19
HMDB0001489,1.16,-3.0
HMDB0001490,9.91,-3.0
HMDB0001491,1.68,4.11
HMDB0001492,10.47,-4.9
HMDB0001493,0.82,4.01
HMDB0001494,1.24,-7.4
HMDB0001495,11.11,7.43
HMDB0001496,18.2,-0.83
HMDB0001497,NA,4.74
HMDB0001498,0.54,-3.7
HMDB0001499,1.73,-2.7
HMDB0001501,0.47,4.87
HMDB0001504,NA,3.86
HMDB0001505,NA,NA
HMDB0001507,1.86,-2.7
HMDB0001508,1.77,5.01
HMDB0001509,4.65,-1.2
HMDB0001510,18.29,8.22
HMDB0001511,-1.1,13.53
HMDB0001512,0.9,5.53
HMDB0001513,NA,NA
HMDB0001514,11.73,8.23
HMDB0001517,1.22,4.8
HMDB0001518,4.4,-4.9
HMDB0001520,1.49,-2.6
HMDB0001521,0.83,4.95
HMDB0001522,NA,12.78
HMDB0001525,13.4,6.97
HMDB0001526,10.19,-0.58
HMDB0001527,4.68,NA
HMDB0001530,1.49,-3.0
HMDB0001532,0.9,4.03
HMDB0001533,2.93,4.6
HMDB0001534,2.86,6.04
HMDB0001536,16.67,-0.71
HMDB0001537,9.85,9.17
HMDB0001538,3.61,4.97
HMDB0001539,2.54,12.34
HMDB0001541,0.28,5.0
HMDB0001542,11.5,-3.0
HMDB0001543,0.18,NA
HMDB0001544,3.9,NA
HMDB0001545,7.97,4.11
HMDB0001546,1.78,-0.033
HMDB0001547,13.86,-0.26
HMDB0001548,1.22,-3.7
HMDB0001550,1.76,9.31
HMDB0001551,15.56,-6.9
HMDB0001552,2.97,-1.5
HMDB0001553,3.3,-9.7
HMDB0001554,1.26,0.069
HMDB0001555,1.74,9.91
HMDB0001557,6.97,0.55
HMDB0001562,3.47,2.81
HMDB0001563,12.45,1.43
HMDB0001564,1.77,10.0
HMDB0001565,1.15,NA
HMDB0001566,9.01,1.45
HMDB0001568,5.25,NA
HMDB0001569,18.3,-1.4
HMDB0001570,1.86,-4.2
HMDB0001586,1.16,-3.0
HMDB0001587,2.69,-9.5
HMDB0001624,4.26,-3.8
HMDB0001644,10.29,-3.5
HMDB0001645,2.79,9.53
HMDB0001659,19.51,-7.2
HMDB0001713,4.01,-6.0
HMDB0001721,1.2,9.39
HMDB0001786,13.89,4.96
HMDB0001830,18.92,-4.8
HMDB0001833,3.38,2.25
HMDB0001842,NA,12.55
HMDB0001843,3.84,-0.63
HMDB0001844,3.99,NA
HMDB0001846,3.47,2.8
HMDB0001847,NA,-0.92
HMDB0001848,NA,9.2
HMDB0001849,14.09,9.67
HMDB0001850,NA,9.68
HMDB0001851,12.76,-3.0
HMDB0001852,5.0,NA
HMDB0001854,NA,NA
HMDB0001855,9.56,-2.4
HMDB0001856,4.16,-6.3
HMDB0001857,7.74,-5.9
HMDB0001858,10.36,-5.4
HMDB0001859,9.46,-4.4
HMDB0001860,10.76,-0.87
HMDB0001861,NA,9.78
HMDB0001862,4.97,NA
HMDB0001863,4.14,-3.8
HMDB0001864,3.53,-9.7
HMDB0001865,3.38,-9.7
HMDB0001866,2.98,-4.1
HMDB0001867,2.7,4.24
HMDB0001868,2.52,-4.8
HMDB0001870,4.08,NA
HMDB0001871,9.0,-3.3
HMDB0001873,4.87,NA
HMDB0001874,3.07,-4.0
HMDB0001875,15.78,-2.5
HMDB0001876,-2.3,9.25
HMDB0001877,5.14,NA
HMDB0001878,10.59,-5.2
HMDB0001879,3.41,-7.1
HMDB0001881,14.47,-2.9
HMDB0001882,13.49,-3.3
HMDB0001885,1.56,9.47
HMDB0001886,7.86,-0.76
HMDB0001888,NA,-1.3
HMDB0001889,7.82,-0.78
HMDB0001890,3.82,-2.0
HMDB0001891,4.81,3.27
HMDB0001892,12.94,-7.2
HMDB0001893,10.8,-4.9
HMDB0001894,3.53,8.53
HMDB0001895,2.79,-6.3
HMDB0001896,15.83,-2.4
HMDB0001897,11.49,11.9
HMDB0001898,4.06,-0.018
HMDB0001900,11.63,-3.0
HMDB0001901,4.73,10.21
HMDB0001902,2.98,2.08
HMDB0001903,14.39,-1.3
HMDB0001904,1.1,9.46
HMDB0001906,2.58,9.72
HMDB0001908,4.3,-1.3
HMDB0001913,9.29,4.77
HMDB0001915,0.69,9.91
HMDB0001917,7.15,-3.0
HMDB0001919,9.29,8.38
HMDB0001920,NA,9.85
HMDB0001921,NA,12.33
HMDB0001922,NA,6.62
HMDB0001923,4.19,-4.8
HMDB0001924,14.08,9.67
HMDB0001925,4.85,NA
HMDB0001926,10.33,-1.7
HMDB0001927,NA,8.87
HMDB0001928,9.09,-2.7
HMDB0001929,5.45,6.2
HMDB0001930,NA,7.8
HMDB0001931,4.3,-4.9
HMDB0001932,14.09,9.67
HMDB0001933,4.25,-1.5
HMDB0001934,NA,8.58
HMDB0001935,5.56,-6.9
HMDB0001936,NA,8.87
HMDB0001937,10.12,9.4
HMDB0001938,3.17,10.21
HMDB0001939,12.7,-3.8
HMDB0001940,15.88,1.86
HMDB0001941,NA,9.48
HMDB0001942,13.9,9.37
HMDB0001943,13.89,9.52
HMDB0001944,NA,9.47
HMDB0001952,3.27,5.23
HMDB0001954,4.84,-2.8
HMDB0001955,4.79,NA
HMDB0001956,3.23,5.14
HMDB0001957,3.12,8.97
HMDB0001958,16.07,-7.0
HMDB0001959,3.91,10.41
HMDB0001960,NA,NA
HMDB0001961,11.72,1.25
HMDB0001964,3.64,-6.3
HMDB0001965,4.82,-3.2
HMDB0001966,NA,NA
HMDB0001967,NA,NA
HMDB0001968,18.3,-0.1
HMDB0001970,7.66,-6.3
HMDB0001972,2.9,4.17
HMDB0001973,7.25,-6.2
HMDB0001975,4.21,-3.9
HMDB0001976,4.89,NA
HMDB0001977,4.68,-2.9
HMDB0001978,9.91,-1.4
HMDB0001979,4.14,-2.9
HMDB0001980,9.43,10.26
HMDB0001981,1.78,-2.9
HMDB0001982,8.13,-6.0
HMDB0001983,12.48,3.92
HMDB0001984,14.53,0.33
HMDB0001986,11.34,-3.7
HMDB0001987,4.1,-3.8
HMDB0001988,4.51,-1.4
HMDB0001989,NA,NA
HMDB0001991,9.31,-0.85
HMDB0001993,17.14,-0.64
HMDB0001999,4.82,NA
HMDB0002000,4.99,NA
HMDB0002001,2.49,NA
HMDB0002003,4.95,NA
HMDB0002004,17.44,9.58
HMDB0002005,1.74,9.11
HMDB0002006,2.1,9.57
HMDB0002007,4.92,NA
HMDB0002009,0.82,6.43
HMDB0002011,4.59,-2.6
HMDB0002012,NA,-4.7
HMDB0002013,4.27,-7.1
HMDB0002014,4.24,-7.1
HMDB0002015,3.24,-2.3
HMDB0002016,1.38,8.87
HMDB0002017,NA,9.73
HMDB0002019,16.33,-2.2
HMDB0002020,18.22,-1.4
HMDB0002022,1.23,8.14
HMDB0002023,4.13,NA
HMDB0002024,3.65,6.78
HMDB0002025,3.79,-3.1
HMDB0002026,7.69,-5.9
HMDB0002027,18.27,-1.4
HMDB0002028,-2.2,9.37
HMDB0002030,10.71,8.17
HMDB0002031,4.32,-1.8
HMDB0002032,7.35,3.95
HMDB0002034,1.23,8.99
HMDB0002035,4.0,-6.0
HMDB0002036,NA,NA
HMDB0002038,2.8,10.58
HMDB0002039,14.75,-1.8
HMDB0002040,4.11,-4.8
HMDB0002042,1.55,9.83
HMDB0002043,4.94,NA
HMDB0002044,7.53,3.54
HMDB0002048,10.13,-5.5
HMDB0002050,2.01,-5.2
HMDB0002052,2.72,-7.1
HMDB0002053,10.95,6.74
HMDB0002054,0.82,4.01
HMDB0002055,10.37,-5.5
HMDB0002056,3.08,-7.0
HMDB0002057,0.82,4.01
HMDB0002059,4.95,-2.0
HMDB0002060,11.36,-3.6
HMDB0002061,NA,NA
HMDB0002062,-2.2,9.06
HMDB0002063,4.95,NA
HMDB0002064,16.48,9.9
HMDB0002065,11.12,4.62
HMDB0002067,11.28,-3.6
HMDB0002068,4.95,NA
HMDB0002070,2.45,-3.9
HMDB0002071,11.32,-3.7
HMDB0002072,4.12,-4.8
HMDB0002074,4.1,NA
HMDB0002077,12.22,-2.6
HMDB0002078,-1.3,-9.9
HMDB0002080,4.89,NA
HMDB0002082,4.51,-0.14
HMDB0002084,NA,NA
HMDB0002085,3.93,-4.6
HMDB0002086,1.81,3.92
HMDB0002087,4.25,-0.86
HMDB0002088,15.47,-1.3
HMDB0002089,1.53,9.24
HMDB0002091,3.51,-3.7
HMDB0002092,3.65,NA
HMDB0002094,11.22,-3.6
HMDB0002095,3.47,-7.2
HMDB0002096,4.86,NA
HMDB0002097,4.25,NA
HMDB0002098,11.61,-3.6
HMDB0002099,10.24,3.49
HMDB0002100,15.46,-0.33
HMDB0002103,17.42,-1.2
HMDB0002104,2.12,9.11
HMDB0002107,2.94,NA
HMDB0002108,2.44,9.15
HMDB0002109,7.93,3.16
HMDB0002111,15.7,-1.8
HMDB0002113,1.61,10.62
HMDB0002114,8.69,-4.6
HMDB0002115,4.36,-1.6
HMDB0002117,16.92,-0.58
HMDB0002120,3.08,-7.0
HMDB0002121,9.19,-6.1
HMDB0002122,4.36,-1.7
HMDB0002123,8.46,-5.7
HMDB0002124,6.63,-5.2
HMDB0002126,14.04,-0.16
HMDB0002127,3.73,-3.9
HMDB0002128,15.84,1.36
HMDB0002130,3.09,-6.9
HMDB0002132,4.36,-1.7
HMDB0002134,17.3,7.84
HMDB0002135,1.76,8.94
HMDB0002137,0.83,4.95
HMDB0002140,3.28,2.94
HMDB0002141,2.23,10.52
HMDB0002144,NA,-4.9
HMDB0002145,0.83,4.95
HMDB0002148,0.91,9.43
HMDB0002149,9.8,-2.8
HMDB0002150,11.38,-3.7
HMDB0002151,NA,-8.0
HMDB0002152,NA,-4.1
HMDB0002156,18.3,-0.87
HMDB0002157,13.34,-0.16
HMDB0002158,3.85,NA
HMDB0002159,0.83,4.95
HMDB0002160,3.65,5.96
HMDB0002163,4.35,-0.4
HMDB0002166,4.17,10.32
HMDB0002167,NA,-7.0
HMDB0002168,5.8,-6.8
HMDB0002169,4.48,9.71
HMDB0002170,0.83,4.95
HMDB0002171,3.47,7.83
HMDB0002172,15.99,10.78
HMDB0002173,13.33,-3.2
HMDB0002174,1.82,-0.55
HMDB0002175,NA,NA
HMDB0002176,4.97,NA
HMDB0002177,4.89,NA
HMDB0002178,0.83,4.95
HMDB0002179,6.55,-5.5
HMDB0002180,14.04,-0.16
HMDB0002181,NA,NA
HMDB0002182,9.07,9.69
HMDB0002183,4.89,NA
HMDB0002184,2.16,8.88
HMDB0002185,1.53,5.0
HMDB0002186,4.89,NA
HMDB0002189,16.53,10.29
HMDB0002190,4.46,-4.2
HMDB0002193,NA,-4.5
HMDB0002194,2.73,-1.5
HMDB0002195,4.05,-1.4
HMDB0002196,NA,NA
HMDB0002197,NA,-0.15
HMDB0002198,18.22,-0.91
HMDB0002199,4.21,-6.0
HMDB0002200,2.39,9.13
HMDB0002201,3.36,10.57
HMDB0002202,1.22,9.31
HMDB0002203,4.67,-2.8
HMDB0002204,13.07,-3.5
HMDB0002205,-1.3,9.51
HMDB0002207,4.77,-2.8
HMDB0002208,13.85,-0.16
HMDB0002209,9.63,-4.9
HMDB0002210,2.23,8.64
HMDB0002211,3.27,NA
HMDB0002212,4.95,NA
HMDB0002214,NA,-7.1
HMDB0002215,7.69,1.82
HMDB0002217,3.98,-7.2
HMDB0002219,8.96,-3.0
HMDB0002220,11.42,-3.5
HMDB0002221,5.0,NA
HMDB0002222,4.69,NA
HMDB0002224,13.89,0.41
HMDB0002226,4.96,NA
HMDB0002227,9.93,-0.52
HMDB0002229,4.21,-4.8
HMDB0002230,4.95,NA
HMDB0002231,4.95,NA
HMDB0002232,4.46,-4.2
HMDB0002234,3.66,0.53
HMDB0002235,12.02,-3.0
HMDB0002236,4.45,-1.6
HMDB0002237,4.27,NA
HMDB0002238,-3.2,7.66
HMDB0002242,3.41,5.07
HMDB0002243,1.0,5.52
HMDB0002248,3.29,9.92
HMDB0002249,10.02,3.72
HMDB0002250,4.22,-7.1
HMDB0002252,0.82,4.01
HMDB0002255,0.82,4.97
HMDB0002259,4.95,NA
HMDB0002261,4.26,-3.8
HMDB0002262,NA,-7.0
HMDB0002263,7.63,-1.3
HMDB0002264,4.42,-3.8
HMDB0002265,4.82,-3.1
HMDB0002266,3.84,NA
HMDB0002268,18.22,-1.4
HMDB0002269,9.06,-4.4
HMDB0002271,4.04,6.77
HMDB0002272,NA,NA
HMDB0002273,1.68,9.16
HMDB0002274,1.82,-0.44
HMDB0002275,9.37,0.28
HMDB0002276,12.04,-3.0
HMDB0002277,4.26,-1.6
HMDB0002278,12.11,-3.0
HMDB0002281,9.81,3.1
HMDB0002282,12.13,-3.0
HMDB0002283,4.82,-4.2
HMDB0002284,16.53,10.21
HMDB0002285,3.6,NA
HMDB0002287,NA,7.83
HMDB0002288,0.83,4.95
HMDB0002289,0.83,4.95
HMDB0002290,NA,NA
HMDB0002294,4.64,-1.6
HMDB0002297,NA,NA
HMDB0002299,4.17,10.32
HMDB0002302,4.8,NA
HMDB0002303,NA,NA
HMDB0002304,15.39,-0.28
HMDB0002305,1.23,7.38
HMDB0002306,-7.0,NA
HMDB0002307,0.82,4.01
HMDB0002308,1.82,-0.55
HMDB0002310,0.82,4.97
HMDB0002311,4.36,-3.2
HMDB0002314,4.82,-3.2
HMDB0002318,4.84,-3.0
HMDB0002320,3.39,6.77
HMDB0002322,NA,10.51
HMDB0002326,7.11,-3.1
HMDB0002327,4.65,NA
HMDB0002329,1.36,NA
HMDB0002331,3.4,6.16
HMDB0002334,3.88,-8.5
HMDB0002335,3.1,8.52
HMDB0002336,6.21,-3.0
HMDB0002337,5.04,NA
HMDB0002338,6.55,-4.7
HMDB0002339,2.22,9.42
HMDB0002340,3.96,NA
HMDB0002341,4.3,-2.9
HMDB0002343,4.45,-3.1
HMDB0002345,4.95,NA
HMDB0002346,0.83,4.95
HMDB0002348,4.95,NA
HMDB0002349,3.87,NA
HMDB0002350,16.84,-2.0
HMDB0002352,14.35,-2.9
HMDB0002353,11.89,-3.0
HMDB0002354,1.94,9.13
HMDB0002355,2.39,9.13
HMDB0002356,4.95,NA
HMDB0002358,4.29,-6.0
HMDB0002359,2.77,NA
HMDB0002360,18.92,-0.64
HMDB0002361,4.95,NA
HMDB0002362,2.55,9.95
HMDB0002363,4.35,-1.6
HMDB0002364,4.74,-0.84
HMDB0002366,4.3,-6.9
HMDB0002367,1.77,NA
HMDB0002368,4.95,NA
HMDB0002369,5.0,NA
HMDB0002372,4.08,-2.6
HMDB0002373,5.28,NA
HMDB0002374,18.2,-1.4
HMDB0002375,2.72,-6.3
HMDB0002376,11.75,-3.6
HMDB0002377,7.61,-1.3
HMDB0002379,3.53,4.95
HMDB0002381,1.78,9.5
HMDB0002384,15.56,-6.9
HMDB0002385,4.78,-3.5
HMDB0002386,NA,NA
HMDB0002387,NA,NA
HMDB0002388,4.57,-3.0
HMDB0002390,2.8,-6.3
HMDB0002391,18.95,-0.64
HMDB0002392,4.74,-3.2
HMDB0002393,1.46,10.34
HMDB0002394,19.94,-4.8
HMDB0002395,4.74,-0.84
HMDB0002396,5.04,NA
HMDB0002398,11.67,-3.7
HMDB0002399,1.33,9.2
HMDB0002400,4.51,-1.6
HMDB0002404,2.97,-2.4
HMDB0002409,-1.5,-0.3
HMDB0002421,-1.0,-0.29
HMDB0002428,3.32,NA
HMDB0002429,-0.98,0.084
HMDB0002430,3.44,-0.61
HMDB0002431,4.65,-0.4
HMDB0002432,-6.6,6.42
HMDB0002434,9.68,-5.9
HMDB0002441,4.04,NA
HMDB0002451,4.48,-0.19
HMDB0002453,3.63,-3.1
HMDB0002455,3.42,-2.6
HMDB0002457,NA,NA
HMDB0002466,3.84,-6.0
HMDB0002467,3.08,-2.8
HMDB0002472,3.29,-0.4
HMDB0002486,-1.3,0.31
HMDB0002488,4.48,-0.19
HMDB0002492,4.6,-0.61
HMDB0002496,-1.1,-0.47
HMDB0002497,-1.5,-0.3
HMDB0002498,-1.2,0.13
HMDB0002500,-8.0,NA
HMDB0002501,NA,NA
HMDB0002503,NA,NA
HMDB0002504,-1.5,-0.59
HMDB0002511,3.71,-4.4
HMDB0002513,3.45,-3.7
HMDB0002520,1.13,-3.0
HMDB0002522,-0.91,-1.6
HMDB0002523,17.26,-4.2
HMDB0002536,4.48,-0.19
HMDB0002541,11.61,-3.5
HMDB0002545,3.24,-3.7
HMDB0002577,3.43,-0.19
HMDB0002579,3.29,-0.61
HMDB0002580,-1.6,-1.1
HMDB0002581,-1.7,0.28
HMDB0002585,4.65,-0.35
HMDB0002586,-1.5,-0.54
HMDB0002596,3.44,-0.4
HMDB0002601,3.59,-3.2
HMDB0002639,-1.1,-1.7
HMDB0002640,-1.1,-0.13
HMDB0002641,4.04,-6.0
HMDB0002642,-1.5,-0.54
HMDB0002643,3.94,-3.2
HMDB0002644,-1.2,-0.24
HMDB0002649,11.32,-3.6
HMDB0002655,6.44,-4.0
HMDB0002656,4.45,-1.6
HMDB0002658,3.77,0.51
HMDB0002659,NA,NA
HMDB0002664,4.3,-1.7
HMDB0002666,1.66,5.51
HMDB0002670,7.86,-5.0
HMDB0002685,4.41,-1.6
HMDB0002689,4.3,-1.3
HMDB0002697,18.31,-1.4
HMDB0002704,3.24,-3.7
HMDB0002706,2.1,10.34
HMDB0002708,6.47,-2.9
HMDB0002710,4.68,-1.6
HMDB0002712,12.66,-3.0
HMDB0002714,NA,NA
HMDB0002719,18.2,-1.4
HMDB0002720,17.88,-1.5
HMDB0002721,12.45,1.57
HMDB0002725,19.28,-0.88
HMDB0002726,18.96,-4.5
HMDB0002728,-3.0,9.43
HMDB0002730,12.76,-0.0075
HMDB0002741,14.03,-2.7
HMDB0002746,13.47,-3.2
HMDB0002752,4.4,-1.6
HMDB0002755,6.37,-4.1
HMDB0002757,-1.7,8.79
HMDB0002759,-1.3,-7.5
HMDB0002776,4.25,-2.9
HMDB0002780,9.0,-3.3
HMDB0002783,3.23,-4.0
HMDB0002786,NA,-3.5
HMDB0002789,18.91,-0.79
HMDB0002802,12.58,-3.3
HMDB0002815,1.86,-3.4
HMDB0002817,1.23,-0.79
HMDB0002818,7.07,NA
HMDB0002820,3.68,6.45
HMDB0002823,4.95,NA
HMDB0002825,9.28,-0.91
HMDB0002829,3.47,-3.7
HMDB0002832,9.63,8.96
HMDB0002833,-1.3,-4.8
HMDB0002835,17.59,0.25
HMDB0002845,0.82,4.01
HMDB0002865,9.5,7.65
HMDB0002869,18.2,-1.4
HMDB0002871,NA,NA
HMDB0002873,12.33,8.18
